"NOM_RBD","RBD","REGION_RBD","MATRICULADOS","PTJE_PROM","POSTULANTES","EGRESADOS_2024","PCNTJE_EGRESADOS_2024","POSTULANTES_UAI","PCNTJE_POSTULANTES_UAI","TOTAL_MUJERES_POST","PCNTJE_MUJERES_POST","POST_MUJERES_UAI","PCNTJE_POST_MUJERES_UAI","MATRICULADOS_UAI","PCNTJE_MATRICULADOS_UAI","TOTAL_MUJERES_MATRI","PCNTJE_MUJERES_MATRI","MATRI_MUJERES_UAI","PCNTJE_MATRI_MUJERES_UAI","Grupo.1..1.3.","Grupo.2..4.6.","Grupo.3..7.9.","Grupo.4..No.responde.","Otro","POST_COMPETENCIA1","PCNTJE_POST_COMPETENCIA1","POST_COMPETENCIA2","PCNTJE_POST_COMPETENCIA2","MATRI_COMPETENCIA1","PCNTJE_MATRI_COMPETENCIA1","MATRI_COMPETENCIA2","PCNTJE_MATRI_COMPETENCIA2","POST_UAI_FILTRADO","PCNTJE_POST_UAI_FILTRADO","POST_COMERCIAL","PCNTJE_COMERCIAL_POST","POST_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_POST","POST_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_POST","POST_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_POST","POST_ING_CIVIL","PCNTJE_ING_CIVIL_POST","POST_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_POST","POST_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_POST","POST_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_POST","POST_DERECHO","PCNTJE_DERECHO_POST","POST_DERECHO_UAI","PCNTJE_DERECHO_UAI_POST","POST_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_POST","POST_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_POST","POST_PSICOLOGIA","PCNTJE_PSICOLOGIA_POST","POST_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_POST","POST_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_POST","POST_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_POST","POST_PERIODISMO","PCNTJE_PERIODISMO_POST","POST_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_POST","POST_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_POST","POST_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_POST","POST_COMPT1_FILTRADO","PCNTJE_COMPT1_POST_FILTRADO","POST_COMPT2_FILTRADO","PCNTJE_COMPT2_POST_FILTRADO","MATRI_UAI_FILTRADO","PCNTJE_MATRI_UAI_FILTRADO","MATRI_COMERCIAL","PCNTJE_COMERCIAL_MATRI","MATRI_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_MATRI","MATRI_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_MATRI","MATRI_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_MATRI","MATRI_ING_CIVIL","PCNTJE_ING_CIVIL_MATRI","MATRI_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_MATRI","MATRI_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_MATRI","MATRI_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_MATRI","MATRI_DERECHO","PCNTJE_DERECHO_MATRI","MATRI_DERECHO_UAI","PCNTJE_DERECHO_UAI_MATRI","MATRI_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_MATRI","MATRI_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_MATRI","MATRI_PSICOLOGIA","PCNTJE_PSICOLOGIA_MATRI","MATRI_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_MATRI","MATRI_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_MATRI","MATRI_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_MATRI","MATRI_PERIODISMO","PCNTJE_PERIODISMO_MATRI","MATRI_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_MATRI","MATRI_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_MATRI","MATRI_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_MATRI","MATRI_COMPT1_FILTRADO","PCNTJE_COMPT1_MATRI_FILTRADO","MATRI_COMPT2_FILTRADO","PCNTJE_COMPT2_MATRI_FILTRADO","LATITUD","LONGITUD","locacion","cluster_carreras_general","cluster_vero_sf_post","cluster_vero_sf_matri","cluster_comercial_post_c5","cluster_civil_post_c2","cluster_derecho_post","cluster_derecho_matri","cluster_psicologia_post","cluster_psicologia_matri","cluster_periodismo_post","cluster_periodismo_matri","DIRECCION","COMUNA","PROVINCIA","NUMERO","REFERENCIA"
"COLEGIO MANUEL BULNES PRIETO",1886,5,9,"674,744444444444",21,0,0,0,"0",13,"61,9",0,"0",0,"0",6,"66,67",0,"0",6,2,0,1,0,14,"66,67",7,"33,33",2,"22,22",2,"22,22",0,"0",4,"19,05",0,0,4,"19,05",9,"42,86",18,"85,71",0,0,17,"80,95",9,"42,86",3,"14,29",0,"0",1,"4,76",9,"42,86",1,"4,76",0,0,1,"4,76",9,"42,86",0,"0",0,"0",0,"0",9,"42,86",23,"109,52",0,"0",0,"0",0,"0",0,0,0,"0",2,"22,22",1,"11,11",0,0,1,"11,11",2,"22,22",1,"11,11",0,"0",0,"0",2,"22,22",0,"0",0,0,0,"0",2,"22,22",0,"0",0,"0",0,"0",2,"22,22",1,"11,11",0,"0",-38.440735,-71.895882,"-38.440735,-71.895882",1,4,3,0,0,7,5,1,1,1,6,"TACNA","CURACAUTÃN","MALLECO",550,"CALLE TACNA NÂº 550 ENTRE RIQUELME Y SARGENTO ALDEA. ( CARCEL )"
"COLEGIO MANUEL MONTT",647,4,7,"652,707142857143",19,0,0,0,"0",11,"57,89",0,"0",0,"0",3,"42,86",0,"0",3,0,1,3,0,4,"21,05",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",6,"31,58",0,0,1,"5,26",0,"0",13,"68,42",0,"0",5,"26,32",0,"0",0,"0",0,0,0,"0",0,"0",1,"5,26",0,"0",0,"0",0,"0",6,"31,58",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"14,29",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-38.739899,-72.579399,"-38.739899,-72.579399",3,2,4,0,0,3,2,3,2,5,2,"MANUEL MONTT","TEMUCO","CAUTÃN NORTE",1535,"DEL CRUCE FERROVIARIO DE CALLE MONTT UNA CUADRA AL ORIENTE"
"COLEGIO MAR ABIERTO",14779,5,20,"672,4",34,0,0,0,"0",17,"50",0,"0",0,"0",9,"45",0,"0",3,4,6,4,3,25,"73,53",11,"32,35",7,"35",4,"20",0,"0",3,"8,82",0,0,1,"2,94",20,"58,82",15,"44,12",0,0,12,"35,29",20,"58,82",4,"11,76",0,"0",2,"5,88",20,"58,82",8,"23,53",0,0,5,"14,71",20,"58,82",2,"5,88",0,"0",1,"2,94",20,"58,82",21,"61,76",0,"0",0,"0",0,"0",0,0,0,"0",4,"20",3,"15",0,0,2,"10",4,"20",0,"0",0,"0",0,"0",4,"20",2,"10",0,0,0,"0",4,"20",0,"0",0,"0",0,"0",4,"20",2,"10",0,"0",NA,NA,"CÂº CONCEPCION, VALPARAISO""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",6,4,3,0,0,7,5,1,7,1,6,"PILCOMAYO","VIÃA DEL MAR","VALPARAÃSO",591,"EX-COLEGIO ALEMAN, CÂº CONCEPCION, VALPARAISO"
"COLEGIO MARAMBIO",10834,13,35,"785,784285714286",49,0,0,4,"8,16",22,"44,9",1,"4,55",2,"5,71",12,"34,29",0,"0",8,6,7,11,3,43,"87,76",10,"20,41",21,"60",1,"2,86",1,"2,04",0,"0",0,0,0,"0",0,"0",35,"71,43",0,0,29,"59,18",0,"0",24,"48,98",1,"2,04",13,"26,53",2,"4,08",0,"0",0,0,0,"0",0,"0",7,"14,29",0,"0",5,"10,2",0,"0",47,"95,92",2,"4,08",0,"0",0,"0",0,0,0,"0",0,"0",7,"20",0,0,5,"14,29",0,"0",3,"8,57",0,"0",1,"2,86",0,"0",0,"0",0,0,0,"0",0,"0",1,"2,86",0,"0",0,"0",0,"0",6,"17,14",0,"0",-33.686163,-71.22143,"-33.686163,-71.22143",2,5,1,0,2,3,3,4,4,4,4,"CORREA","MELIPILLA","TALAGANTE",550,""
"COLEGIO MARCELA PAZ",4636,8,32,"735,5890625",45,0,0,0,"0",19,"42,22",0,"0",0,"0",13,"40,62",0,"0",11,6,6,8,1,4,"8,89",4,"8,89",1,"3,12",1,"3,12",0,"0",3,"6,67",0,0,0,"0",0,"0",33,"73,33",0,0,0,"0",0,"0",15,"33,33",0,"0",3,"6,67",0,"0",10,"22,22",0,0,0,"0",0,"0",1,"2,22",0,"0",0,"0",0,"0",3,"6,67",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",6,"18,75",0,0,0,"0",0,"0",2,"6,25",0,"0",0,"0",0,"0",1,"3,12",0,0,0,"0",0,"0",1,"3,12",0,"0",0,"0",0,"0",0,"0",0,"0",-36.815559,-73.051361,"-36.815559,-73.051361",1,3,4,0,0,2,4,4,6,2,1,"MANUEL RODRIGUEZ","CONCEPCIÃN","CONCEPCIÃN",1044,"RODRIGUEZ 1044 ENTRE TUCAPEL Y OROMPELLO. ENTRADA OPCIONAL POR TUCAPEL 1360 ENTRE PRIETO Y RODRIGUEZ."
"COLEGIO MARIA AUXILIADORA",1214,5,66,"701,189393939394",119,0,0,2,"1,68",117,"98,32",2,"1,71",1,"1,52",64,"96,97",1,"1,56",25,20,9,11,1,71,"59,66",31,"26,05",10,"15,15",9,"13,64",2,"1,68",4,"3,36",0,0,3,"2,52",33,"27,73",36,"30,25",0,0,28,"23,53",33,"27,73",45,"37,82",2,"1,68",20,"16,81",33,"27,73",11,"9,24",0,0,5,"4,2",33,"27,73",0,"0",0,"0",0,"0",33,"27,73",56,"47,06",0,"0",0,"0",0,"0",0,0,0,"0",8,"12,12",1,"1,52",0,0,1,"1,52",8,"12,12",4,"6,06",0,"0",1,"1,52",8,"12,12",1,"1,52",0,0,0,"0",8,"12,12",0,"0",0,"0",0,"0",8,"12,12",2,"3,03",0,"0",-53.2953,-70.3675,"-53.2953,-70.3675",3,4,4,0,0,1,5,1,7,5,6,"PADRE MARIO ZAVATTARO","PORVENIR","MAGALLANES",399,""
"COLEGIO MARIA AUXILIADORA",1587,5,38,"688,427631578947",65,0,0,1,"1,54",65,"100",1,"1,54",0,"0",38,"100",0,"0",15,9,9,5,0,34,"52,31",28,"43,08",10,"26,32",9,"23,68",0,"0",3,"4,62",0,0,3,"4,62",44,"67,69",14,"21,54",0,0,14,"21,54",44,"67,69",5,"7,69",0,"0",2,"3,08",44,"67,69",13,"20",0,0,9,"13,85",44,"67,69",1,"1,54",0,"0",1,"1,54",44,"67,69",29,"44,62",0,"0",0,"0",0,"0",0,0,0,"0",9,"23,68",2,"5,26",0,0,2,"5,26",9,"23,68",1,"2,63",0,"0",0,"0",9,"23,68",1,"2,63",0,0,0,"0",9,"23,68",0,"0",0,"0",0,"0",9,"23,68",2,"5,26",0,"0",-53.2953,-70.3675,"-53.2953,-70.3675",3,5,3,0,0,7,5,1,1,1,6,"PADRE MARIO ZAVATTARO","PORVENIR","MAGALLANES",399,""
"COLEGIO MARIA AUXILIADORA",1801,5,54,"744,10462962963",68,0,0,9,"13,24",43,"63,24",4,"9,3",4,"7,41",35,"64,81",2,"5,71",14,6,13,18,3,52,"76,47",23,"33,82",27,"50",8,"14,81",1,"1,47",15,"22,06",0,0,13,"19,12",35,"51,47",79,"116,18",0,0,75,"110,29",35,"51,47",12,"17,65",1,"1,47",4,"5,88",35,"51,47",13,"19,12",0,0,9,"13,24",35,"51,47",2,"2,94",0,"0",1,"1,47",35,"51,47",102,"150",0,"0",1,"1,85",2,"3,7",0,0,1,"1,85",8,"14,81",14,"25,93",0,0,13,"24,07",8,"14,81",3,"5,56",1,"1,85",1,"1,85",8,"14,81",1,"1,85",0,0,1,"1,85",8,"14,81",0,"0",0,"0",0,"0",8,"14,81",16,"29,63",0,"0",-53.2953,-70.3675,"-53.2953,-70.3675",1,5,1,0,0,7,5,1,5,1,6,"PADRE MARIO ZAVATTARO","PORVENIR","MAGALLANES",399,""
"COLEGIO MARIA AUXILIADORA",6832,14,41,"684,053658536585",56,0,0,1,"1,79",55,"98,21",1,"1,82",0,"0",40,"97,56",0,"0",19,3,11,6,2,9,"16,07",4,"7,14",0,"0",0,"0",0,"0",2,"3,57",0,0,2,"3,57",1,"1,79",11,"19,64",0,0,4,"7,14",1,"1,79",24,"42,86",0,"0",0,"0",2,"3,57",3,"5,36",0,0,0,"0",1,"1,79",9,"16,07",0,"0",1,"1,79",1,"1,79",7,"12,5",1,"1,79",0,"0",0,"0",0,0,0,"0",0,"0",1,"2,44",0,0,0,"0",0,"0",6,"14,63",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"9,76",0,"0",0,"0",0,"0",0,"0",0,"0",-53.2953,-70.3675,"-53.2953,-70.3675",4,2,4,0,0,4,2,3,2,5,2,"PADRE MARIO ZAVATTARO","PORVENIR","MAGALLANES",399,""
"COLEGIO MARIA DEOGRACIA",7004,14,25,"698,132",34,0,0,0,"0",25,"73,53",0,"0",0,"0",17,"68",0,"0",8,2,7,8,0,2,"5,88",1,"2,94",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"11,76",0,0,0,"0",0,"0",11,"32,35",0,"0",1,"2,94",1,"2,94",1,"2,94",0,0,0,"0",0,"0",1,"2,94",0,"0",0,"0",0,"0",1,"2,94",1,"2,94",0,"0",0,"0",0,0,0,"0",0,"0",1,"4",0,0,0,"0",0,"0",2,"8",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"4",0,"0",0,"0",0,"0",0,"0",0,"0",-40.131531,-72.388977,"-40.131531,-72.388977",3,2,4,0,0,2,4,3,6,5,1,"BALMACEDA","FUTRONO","RANCO",280,"ESQUINA BALMACEDA CON PADRE LEODEGARIO"
"COLEGIO MARIA EDUCA",13489,4,46,"711,923913043478",79,0,0,1,"1,27",46,"58,23",0,"0",0,"0",26,"56,52",0,"0",13,11,14,7,1,14,"17,72",6,"7,59",4,"8,7",0,"0",0,"0",5,"6,33",0,0,0,"0",4,"5,06",21,"26,58",0,0,0,"0",4,"5,06",23,"29,11",0,"0",7,"8,86",6,"7,59",4,"5,06",0,0,1,"1,27",4,"5,06",0,"0",0,"0",0,"0",4,"5,06",8,"10,13",2,"2,53",0,"0",1,"2,17",0,0,0,"0",0,"0",2,"4,35",0,0,0,"0",0,"0",5,"10,87",0,"0",2,"4,35",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",2,"4,35",0,"0",-29.9205048,-71.2137278," AV. RENÃ SCHNEIDER CON CALLE FRAY JORGE EN BOSQUE SAN CARLOS COQUIMBO"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-29.97242",3,3,4,0,0,1,4,3,6,5,1,"FRAY JORGE","COQUIMBO","ELQUI",850,"BOSQUE SAN CARLOS, AV. RENÃ SCHNEIDER CON CALLE FRAY JORGE EN BOSQUE SAN CARLOS COQUIMBO"
"COLEGIO MARIA INMACULADA",4663,8,107,"712,755140186916",190,0,0,0,"0",172,"90,53",0,"0",0,"0",98,"91,59",0,"0",47,22,20,18,0,13,"6,84",26,"13,68",1,"0,93",6,"5,61",0,"0",10,"5,26",0,0,0,"0",1,"0,53",74,"38,95",0,0,0,"0",1,"0,53",43,"22,63",0,"0",2,"1,05",6,"3,16",26,"13,68",0,0,0,"0",1,"0,53",10,"5,26",0,"0",0,"0",2,"1,05",2,"1,05",6,"3,16",0,"0",1,"0,93",0,0,0,"0",1,"0,93",13,"12,15",0,0,0,"0",1,"0,93",8,"7,48",0,"0",0,"0",1,"0,93",1,"0,93",0,0,0,"0",1,"0,93",1,"0,93",0,"0",0,"0",2,"1,87",0,"0",1,"0,93",NA,NA," FRENTE A LA PLAZA CRUZ."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-36.821831",3,3,4,0,0,2,4,3,6,5,1,"CRUZ","CONCEPCIÃN","CONCEPCIÃN",250,"ENTRE CALLES ANGOL  Y SALAS, FRENTE A LA PLAZA CRUZ."
"COLEGIO MARIA INMACULADA",8954,13,51,"763,199019607843",101,0,0,5,"4,95",101,"100",5,"4,95",0,"0",51,"100",0,"0",11,9,11,11,9,78,"77,23",34,"33,66",18,"35,29",9,"17,65",2,"1,98",2,"1,98",0,0,1,"0,99",0,"0",34,"33,66",0,0,30,"29,7",0,"0",30,"29,7",2,"1,98",8,"7,92",3,"2,97",6,"5,94",0,0,0,"0",0,"0",3,"2,97",0,"0",1,"0,99",0,"0",40,"39,6",3,"2,97",0,"0",0,"0",0,0,0,"0",0,"0",4,"7,84",0,0,4,"7,84",0,"0",5,"9,8",0,"0",0,"0",1,"1,96",1,"1,96",0,0,0,"0",0,"0",1,"1,96",0,"0",0,"0",0,"0",4,"7,84",1,"1,96",NA,NA," FRENTE A LA PLAZA CRUZ."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-36.821831",2,5,3,0,2,5,3,4,4,2,4,"CRUZ","CONCEPCIÃN","CONCEPCIÃN",250,"ENTRE CALLES ANGOL  Y SALAS, FRENTE A LA PLAZA CRUZ."
"COLEGIO MARIA LUISA VILLALON",8740,13,26,"745,265384615385",44,0,0,2,"4,55",26,"59,09",0,"0",0,"0",16,"61,54",0,"0",4,6,9,6,1,37,"84,09",5,"11,36",11,"42,31",0,"0",0,"0",5,"11,36",0,0,2,"4,55",0,"0",6,"13,64",0,0,3,"6,82",0,"0",10,"22,73",0,"0",2,"4,55",0,"0",2,"4,55",0,0,0,"0",0,"0",6,"13,64",0,"0",2,"4,55",0,"0",9,"20,45",0,"0",0,"0",2,"7,69",0,0,1,"3,85",0,"0",0,"0",0,0,0,"0",0,"0",1,"3,85",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"3,85",0,"0",0,"0",0,"0",1,"3,85",0,"0",-33.443538,-70.674649,"-33.443538,-70.674649",2,4,1,0,4,2,4,4,6,2,1,"AGUSTINAS","SANTIAGO","SANTIAGO CENTRO",2834,"METRO LÃNEA 1: ESTACIÃN  UNIÃN LATINOAMERICANA.  METRO LÃNEA 5: ESTACIÃN MATUCANA."
"COLEGIO MARIA MONTESSORI",1226,5,9,"713,833333333333",16,0,0,1,"6,25",11,"68,75",1,"9,09",0,"0",6,"66,67",0,"0",1,4,3,1,0,11,"68,75",8,"50",4,"44,44",1,"11,11",0,"0",1,"6,25",0,0,1,"6,25",6,"37,5",1,"6,25",0,0,1,"6,25",6,"37,5",3,"18,75",0,"0",3,"18,75",6,"37,5",7,"43,75",0,0,3,"18,75",6,"37,5",0,"0",0,"0",0,"0",6,"37,5",8,"50",0,"0",0,"0",0,"0",0,0,0,"0",1,"11,11",0,"0",0,0,0,"0",1,"11,11",0,"0",0,"0",0,"0",1,"11,11",2,"22,22",0,0,1,"11,11",1,"11,11",0,"0",0,"0",0,"0",1,"11,11",1,"11,11",0,"0",-32.831645,-70.609057,"-32.831645,-70.609057",6,5,1,0,0,7,4,2,3,1,1,"ESMERALDA","LOS ANDES","LOS ANDES",1305,""
"COLEGIO MARIA REINA",12573,1,31,"661,262903225806",63,0,0,3,"4,76",33,"52,38",1,"3,03",1,"3,23",17,"54,84",1,"5,88",9,4,1,15,2,15,"23,81",4,"6,35",3,"9,68",0,"0",0,"0",3,"4,76",0,0,2,"3,17",2,"3,17",7,"11,11",0,0,2,"3,17",2,"3,17",24,"38,1",0,"0",1,"1,59",2,"3,17",5,"7,94",0,0,0,"0",2,"3,17",2,"3,17",0,"0",1,"1,59",2,"3,17",6,"9,52",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"6,45",0,0,1,"3,23",0,"0",6,"19,35",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"3,23",0,"0",1,"3,23",0,"0",2,"6,45",0,"0",-39.480652,-72.694054,"-39.480652,-72.694054",3,2,4,0,0,4,2,3,2,5,3,"CAMINO LANCO A PANGUIPULLI","LANCO","VALDIVIA",9,"CAMINO LANCO A PANGUIPULLI KM.9"
"COLEGIO MARIA TERESA CANCINO AGUILAR",8614,13,53,"682,666037735849",90,0,0,5,"5,56",89,"98,89",5,"5,62",0,"0",52,"98,11",0,"0",14,7,5,26,1,70,"77,78",10,"11,11",17,"32,08",1,"1,89",4,"4,44",4,"4,44",0,0,0,"0",1,"1,11",6,"6,67",0,0,6,"6,67",1,"1,11",18,"20",3,"3,33",7,"7,78",2,"2,22",7,"7,78",0,0,0,"0",1,"1,11",13,"14,44",1,"1,11",8,"8,89",1,"1,11",21,"23,33",1,"1,11",0,"0",1,"1,89",0,0,0,"0",1,"1,89",0,"0",0,0,0,"0",1,"1,89",3,"5,66",0,"0",0,"0",1,"1,89",1,"1,89",0,0,0,"0",1,"1,89",4,"7,55",0,"0",2,"3,77",1,"1,89",2,"3,77",0,"0",-33.412368,-70.638037,"-33.412368,-70.638037",3,4,1,0,0,1,2,3,2,4,3,"AVENIDA EL SALTO","RECOLETA","SANTIAGO NORTE",1652,"AVDA EL SALTO CON VALDIVIESO"
"COLEGIO MARIANO",8988,13,23,"824,758695652174",34,0,0,7,"20,59",34,"100",7,"20,59",1,"4,35",23,"100",1,"4,35",0,0,8,9,6,25,"73,53",25,"73,53",12,"52,17",6,"26,09",1,"2,94",3,"8,82",0,0,2,"5,88",0,"0",4,"11,76",0,0,4,"11,76",0,"0",10,"29,41",1,"2,94",5,"14,71",3,"8,82",0,"0",0,0,0,"0",0,"0",2,"5,88",0,"0",1,"2,94",1,"2,94",12,"35,29",4,"11,76",0,"0",1,"4,35",0,0,1,"4,35",0,"0",0,"0",0,0,0,"0",0,"0",1,"4,35",0,"0",0,"0",1,"4,35",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"4,35",1,"4,35",-33.439831,-70.5984,"-33.439831,-70.5984",2,1,3,0,1,5,3,4,4,2,4,"HOLANDA","PROVIDENCIA","SANTIAGO ORIENTE",2323,""
"COLEGIO MARIE POUSSEPIN",1316,5,16,"686,4125",26,0,0,0,"0",18,"69,23",0,"0",0,"0",10,"62,5",0,"0",8,1,4,3,0,12,"46,15",3,"11,54",3,"18,75",0,"0",0,"0",2,"7,69",0,0,2,"7,69",2,"7,69",13,"50",0,0,8,"30,77",2,"7,69",1,"3,85",0,"0",1,"3,85",2,"7,69",2,"7,69",0,0,1,"3,85",2,"7,69",2,"7,69",0,"0",2,"7,69",2,"7,69",14,"53,85",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"25",0,0,2,"12,5",0,"0",1,"6,25",0,"0",1,"6,25",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",3,"18,75",0,"0",-32.63274,-70.720703,"-32.63274,-70.720703",3,4,4,0,0,4,1,3,2,4,2,"COMERCIO","PUTAENDO","LOS ANDES",100,"CALLE PRINCIPAL ENTRANDO POR EL INICIO AL PUEBLO."
